Experiment_ID,Protein_Name,Representative.UniProt_ID,Protein_description,Mascot_Score,SSM,UPM,SSM_used_for_quantification,Vehicle_control_.n.1.,Vehicle_control_.n.2.,Binding_of_NBF_to_fresh_beads_.n.1.,Binding_of_NBF_to_fresh_beads_.n.2.,Compound_competition.40_µM_,Compound_competition_.13.33_µM,Compound_competition_4.44_µM,Compound_competition_1.48_µM,Compound_competition_0.49_µM,Compound_competition_0.16_µM,Hill,IC50,MS1_intensity,Kdapp,ProteinType
X031794,MRPL39,Q9NYK5,"39S ribosomal protein L39, mitochondrial",181,7,3,3,1,1.100735,1.087745,1.327682,1.147882,1.173593,1.092216,1.265827,1.16063,1.146144,0,40,6.3322,0,Q
X031794,CNN2,Q99439,Calponin-2,99,4,3,4,1,1.120074,0.795435,1.153836,0.96662,0.978198,0.717459,0.87278,1.014634,0.909998,1,40,6672,0,Q
X031794,COPB2,P35606,Coatomer subunit beta',510,18,11,11,1,1.277825,1.012894,1.339886,1.162694,1.164526,0.93001,1.121494,1.219548,1.087059,0,40,6.9488,0,P
X031794,COG6,Q9Y2V7,Conserved oligomeric Golgi complex subunit 6,570,20,11,13,1,0.79009,1.096715,1.038843,0.983188,1.0087,1.204872,1.107918,0.973995,1.013482,1.71,40,7.8601,0,Q
X031794,PDP1,Q9P0J1,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",354,11,6,6,1,1.066175,0.939212,1.20774,1.07838,1.078281,0.991297,1.065364,1.039441,1.039455,0,40,6892,0,Q
X031794,NOMO2,Q5JPE7,Nodal modulator 2,363,21,7,8,1,1.008179,0.85789,1.064983,0.990168,0.98874,0.871997,0.979591,0.933005,0.966056,1,40,6.7625,0,Q
X031794,PROSC,O94903,Pyridoxal phosphate homeostasis protein,60,3,2,2,1,1.314423,1.069623,1.291696,1.294928,1.338551,0.950517,1.262982,1.191083,1.022301,0,40,5.7323,0,O
X031794,ELMO2,Q96JJ3,Engulfment and cell motility protein 2,70,2,2,2,1,1.227745,1.474496,1.396667,1.478034,1.259408,1.170733,1.354954,1.183278,1.259768,0,40,5.6226,0,Q
X031794,SEC11A,P67812,Signal peptidase complex catalytic subunit SEC11A,103,5,3,4,1,1.151753,1.095833,1.263307,1.236532,1.000835,1.1079,1.176556,1.063633,0.973487,0,40,6.1505,0,P
X031794,CTSB,P07858,Cathepsin B,232,7,5,6,1,0.834533,1.171918,1.006881,0.984421,0.926572,1.262003,1.024024,0.90089,0.927043,1,40,6.8238,0,P
X031794,NFXL1,Q6ZNB6,NF-X1-type zinc finger protein NFXL1,142,4,3,3,1,1.383598,1.194342,1.317971,1.241897,1.197809,1.109267,1.108475,1.292506,1.129797,0,40,6.4557,0,Q
X031794,F11R,Q9Y624,Junctional adhesion molecule A,86,5,3,3,1,1.247096,1.075067,1.340244,1.118415,1.070133,0.69302,1.079783,1.109937,0.969354,0,40,6418,0,Q
X031794,B2M,P61769,Beta-2-microglobulin,60,2,2,2,1,1.161654,1.093207,1.111367,1.005109,1.082442,0.779099,0.953191,1.133924,1.050727,1,40,6.4796,0,P
X031794,FAM129B,Q96TA1,Niban-like protein 1,146,7,2,2,1,0.801814,0.997476,1.063094,0.941832,1.028658,1.084384,1.088923,0.963407,1.121511,1,40,6.7821,0,Q
X031794,YME1L1,Q96TA2,ATP-dependent zinc metalloprotease YME1L1,247,8,5,5,1,0.772107,1.06592,1.011904,0.909659,0.838411,0.859805,0.813909,0.816673,0.965713,1,40,7.0899,0,Q
X031794,TMED7,Q9Y3B3,Transmembrane emp24 domain-containing protein 7,103,3,3,3,1,1.088224,1.011784,1.003376,0.909527,0.855137,0.786828,0.80946,1.024215,0.978604,1,40,6.5945,0,Q
X031794,SMIM12,Q96EX1,Small integral membrane protein 12,47,2,2,2,1,0.947054,0.968467,1.281865,0.939007,0.980133,1.023134,1.244698,1.033846,0.871328,1.57,40,6.4487,0,Q
X031794,MAP4,P27816,Microtubule-associated protein 4,950,31,15,15,1,1.265677,0.854134,1.375887,1.048545,1.105887,0.704938,0.997159,1.035988,0.983524,0,40,6.9838,0,P
X031794,RETSAT,Q6NUM9,"All-trans-retinol 13,14-reductase",141,5,3,3,1,0.919474,1.081766,1.107122,0.988107,0.946919,0.991083,1.015587,0.964049,0.96575,1,40,6.5085,0,Q
X031794,ABCB7,O75027,"ATP-binding cassette sub-family B member 7, mitochondrial",86,5,2,2,1,0.99854,0.789783,1.075128,0.900633,0.955518,1.113691,1.323072,1.03198,1.271838,1,40,6.4593,0,O
X031794,ORC5,O43913,Origin recognition complex subunit 5,78,2,2,2,1,1.119676,1.040727,1.165958,1.045646,1.127177,1.051944,1.087703,1.108803,1.067495,0,40,5.7108,0,O
X031794,EML4,Q9HC35,Echinoderm microtubule-associated protein-like 4,219,9,6,6,1,1.19199,0.982779,1.364329,1.038921,1.09543,0.822182,1.05868,1.115909,1.044118,1.3,40,6.2123,0,Q
X031794,TFRC,P02786,Transferrin receptor protein 1,932,29,18,19,1,1.265822,0.805574,1.301648,1.006145,1.095936,0.73247,1.002547,1.128969,1.036601,1.97,40,7.0798,0,P
X031794,TCAF1,Q9Y4C2,TRPM8 channel-associated factor 1,81,4,2,2,1,1.122981,0.560131,0.994422,0.955399,0.78147,0.994945,0.885201,0.989239,1.070239,1,40,6.0011,0,Q
X031794,PIK3R4,Q99570,Phosphoinositide 3-kinase regulatory subunit 4,189,6,4,4,1,0.899424,1.013253,1.231702,0.92791,0.945215,0.998922,0.974252,1.018693,1.061966,2.31,40,5.9884,0,Q
X031794,MORF4L1,Q9UBU8,Mortality factor 4-like protein 1,91,3,2,3,1,1.176177,0.92935,1.297659,1.048333,1.080856,0.919503,1.118437,1.178268,1.109885,1,40,5.8895,0,Q
X031794,UBQLN1,Q9UMX0,Ubiquilin-1,87,3,2,2,1,1.21284,1.005145,1.247647,1.177498,1.125794,0.759952,1.029141,1.154572,0.936647,0,40,6124,0,Q
X031794,ALAS1,P13196,"5-aminolevulinate synthase, nonspecific, mitochondrial",229,6,6,6,1,0.906672,1.119343,1.064307,0.861577,0.91451,1.079581,1.090989,0.998642,0.974652,1.46,40,6.7506,0,P
X031794,SPCS2,Q15005,Signal peptidase complex subunit 2,107,3,3,3,1,1.055452,0.808353,1.145473,0.965702,0.977364,0.818852,0.936836,1.026826,1.010174,1,40,6.6993,0,Q
X031794,PSMD6,Q15008,26S proteasome non-ATPase regulatory subunit 6,372,14,8,8,1,1.058588,0.863893,1.214818,1.011135,1.067793,0.85781,1.024847,1.109884,1.062276,1,40,6.8186,0,Q
X031794,ACADSB,P45954,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",189,5,3,4,1,0.891197,0.969473,1.073732,0.990972,0.885394,0.875928,1.088016,0.926991,0.886533,1,40,6419,0,P
X031794,LPCAT3,Q6P1A2,Lysophospholipid acyltransferase 5,251,9,4,4,1,0.931883,1.064321,1.119378,1.236884,1.173374,1.35509,1.309841,1.085004,1.184241,0,40,6.6165,0,Q
X031794,CYB5B,O43169,Cytochrome b5 type B,231,6,5,5,1,1.390194,0.595426,1.302765,1.030499,1.123827,0.66949,0.998643,1.121322,0.927014,0,40,7.3401,0,O
X031794,IDH2,P48735,"Isocitrate dehydrogenase [NADP], mitochondrial",199,7,3,3,1,1.231021,0.763343,1.296784,1.085115,1.143571,0.749294,0.849151,1.113313,1.075567,0,40,6.1231,0,P
X031794,RPS15A,P62244,40S ribosomal protein S15a,146,5,4,4,1,0.988824,1.017761,1.176546,1.145877,0.950167,1.065662,1.302809,0.965729,1.134182,0,40,7.0575,0,P
X031794,ACACA,Q13085,Acetyl-CoA carboxylase 1,488,15,9,9,1,1.29779,1.106586,1.215971,1.093178,1.145131,1.06916,1.232486,1.138315,1.2108,0,40,6.4237,0,Q
X031794,RPS16,P62249,40S ribosomal protein S16,126,5,3,3,1,0.963614,0.771503,0.936043,0.813335,0.934757,0.876968,1.053959,0.850883,0.981026,0.77,40,5.8854,0,P
X031794,XPO7,Q9UIA9,Exportin-7,998,34,21,23,1,0.911397,1.020155,1.120405,1.079664,1.012601,1.030436,1.048899,0.913895,0.928161,0,40,7579,0,Q
X031794,KEAP1,Q14145,Kelch-like ECH-associated protein 1,125,2,2,2,1,0.891132,1.125414,1.006261,1.0463,0.977012,1.213959,1.05159,1.10221,0.991184,1.36,40,6.3988,0,Q
X031794,HDAC10,Q969S8,Histone deacetylase 10,137,6,4,4,1,0.873672,2.654352,1.057233,1.203926,1.370394,1.873396,1.616546,1.306131,1.224565,0,40,6.5742,0,Q
X031794,CERS5,Q8N5B7,Ceramide synthase 5,108,4,2,2,1,0.89769,3.557002,1.067923,1.072249,0.987734,0.982324,0.944102,0.835354,1.060004,0,40,6.7895,0,Q
X031794,MRPS35,P82673,"28S ribosomal protein S35, mitochondrial",145,4,3,3,1,1.183345,1.0878,1.317015,1.059286,1.205184,0.979731,1.035852,1.1095,1.177547,0,40,6.0575,0,P
X031794,PPIH,O43447,Peptidyl-prolyl cis-trans isomerase H,105,2,2,2,1,1.095415,0.671037,1.171827,0.964121,1.083897,0.706838,0.832838,1.050825,0.945518,1,40,6.2555,0,O
X031794,SF1,Q15637,Splicing factor 1,150,7,2,2,1,1.304884,0.726089,1.341553,1.144823,1.134196,0.70639,1.012658,1.074494,0.96453,0,40,6.5689,0,Q
X031794,STOML2,Q9UJZ1,"Stomatin-like protein 2, mitochondrial",359,9,4,5,1,0.855392,1.34369,0.972658,1.018551,0.916177,1.257032,1.161086,0.927016,0.967549,1,40,6.9879,0,Q
X031794,NUP214,P35658,Nuclear pore complex protein Nup214,159,4,3,3,1,0.881742,1.145264,1.139825,0.987927,1.005098,0.983039,1.09465,0.956771,0.945837,1,40,5.7965,0,P
X031794,INTS8,Q75QN2,Integrator complex subunit 8,251,9,7,7,1,0.896321,1.342071,1.059494,1.133042,0.949354,0.958757,1.005178,0.940036,0.939644,1,40,6.6472,0,Q
X031794,WDR26,Q9H7D7,WD repeat-containing protein 26,104,5,3,3,1,1.00472,1.410717,1.258888,1.005949,1.044445,0.921683,0.907789,1.085702,1.071454,1.7,40,6.3443,0,Q
X031794,DOCK5,Q9H7D0,Dedicator of cytokinesis protein 5,248,10,5,5,1,1.080872,1.425664,1.324079,1.160789,1.112856,1.086945,1.091529,1.062422,1.130903,0,40,6.5365,0,Q
X031794,TMEM109,Q9BVC6,Transmembrane protein 109,174,4,3,3,1,0.905533,1.092223,1.114035,0.998441,0.916422,0.967862,0.97382,0.985941,0.891496,1,40,6.8135,0,Q
X031794,PPP5C,P53041,Serine/threonine-protein phosphatase 5,159,5,4,4,1,1.357026,0.853692,1.300063,1.094265,1.210403,0.686475,0.974962,1.138755,0.985335,0,40,6.4557,0,P
X031794,MRPS31,Q92665,"28S ribosomal protein S31, mitochondrial",91,5,2,2,1,1.10354,0.950513,1.210801,1.095959,0.99209,0.88642,1.103651,1.044302,1.151031,1,40,6.4353,0,Q
X031794,SUCLG1,P53597,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",146,4,4,4,1,1.181444,0.763782,1.308735,1.120107,1.117875,0.86397,1.019811,0.973978,0.999571,0,40,6.4528,0,P
X031794,NDUFS1,P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",102,7,2,2,1,1.045172,1.128981,1.034259,1.101693,1.238431,1.019348,1.283726,1.080182,0.947654,0,40,5.7408,0,P
X031794,PSMB7,Q99436,Proteasome subunit beta type-7,246,7,5,5,1,1.038576,1.059632,1.171627,0.978126,0.93978,0.890813,0.931784,0.986947,0.925799,1,40,7.1843,0,Q
X031794,CYFIP1,Q7L576,Cytoplasmic FMR1-interacting protein 1,830,23,15,15,1,0.99138,1.057043,1.123248,1.103728,1.021708,1.135407,1.108453,1.015842,1.029379,0,40,7.0329,0,Q
X031794,DCPS,Q96C86,m7GpppX diphosphatase,77,3,3,3,1,1.337309,1.073464,1.459268,1.102654,1.286494,0.797779,1.109143,1.116941,1.133247,0,40,6.0978,0,Q
X031794,SLMAP,Q14BN4,Sarcolemmal membrane-associated protein,117,4,2,2,1,0.930535,1.153008,0.935676,1.042419,1.025324,1.367011,1.246901,1.112058,1.140244,0,40,6.0791,0,Q
X031794,YWHAZ,P63104,14-3-3 protein zeta/delta,405,14,6,6,1,1.338544,0.770202,1.237123,0.9611,1.03552,0.641146,0.898996,1.022615,0.850821,1.31,40,7.7401,0,P
X031794,SORT1,Q99523,Sortilin,158,5,3,3,1,0.968365,1.146285,1.088632,1.106402,1.092762,0.890232,1.071667,0.916836,1.059286,0,40,5968,0,Q
X031794,ATP6V1E1,P36543,V-type proton ATPase subunit E 1,90,2,2,2,1,1.281165,0.707164,1.429709,1.146616,1.111285,0.791056,1.010973,1.167839,1.23377,1,40,6.2964,0,P
X031794,CDC27,P30260,Cell division cycle protein 27 homolog,186,6,3,3,1,1.123812,1.020351,1.298498,1.013747,1.130428,0.959463,1.195721,1.125005,1.111444,1,40,6.1659,0,P
X031794,PDS5A,Q29RF7,Sister chromatid cohesion protein PDS5 homolog A,705,20,14,14,1,1.077343,0.850785,1.178337,0.964518,0.978639,0.826463,0.932095,0.953955,0.942792,1,40,6485,0,Q
X031794,MET,P08581,Hepatocyte growth factor receptor,156,5,4,4,1,1.067155,1.484676,1.210443,1.0582,1.072757,1.12571,1.115871,1.064548,1.162629,0,40,6.0534,0,P
X031794,TUBG1,P23258,Tubulin gamma-1 chain,137,4,3,3,1,0.968584,1.11954,1.208599,1.066085,0.945868,1.078665,1.070899,0.976826,0.921257,0,40,6.3665,0,P
X031794,UBE3A,Q05086,Ubiquitin-protein ligase E3A,107,3,2,2,1,1.363777,0.766345,1.316995,0.950889,1.251325,0.797861,1.506402,1.067157,1.076597,0,40,5.8889,0,Q
X031794,ATP13A1,Q9HD20,Manganese-transporting ATPase 13A1,81,4,2,2,1,1.031864,1.255139,1.166042,1.144076,0.832991,1.028495,1.096613,1.07219,1.033628,0,40,6.2118,0,Q
X031794,SERPINB1,P30740,Leukocyte elastase inhibitor,122,4,3,3,1,1.352647,0.84298,1.393545,1.199924,1.250233,0.867668,1.123715,1.145891,1.113669,0,40,6.3018,0,P
X031794,KPNA2,P52292,Importin subunit alpha-1,280,9,4,4,1,1.376462,0.77474,1.452279,1.14115,1.114708,0.66763,0.998622,1.197673,1.023051,1.37,40,6.4581,0,P
X031794,GALNT1,Q10472,Polypeptide N-acetylgalactosaminyltransferase 1,158,5,3,3,1,0.859832,0.702805,0.975927,0.842619,0.837992,0.713457,0.957587,0.889934,0.839503,1,40,5.6594,0,Q
X031794,SMC4,Q9NTJ3,Structural maintenance of chromosomes protein 4,1018,31,17,17,1,0.922047,1.036199,1.161002,0.984605,0.988039,0.995051,1.026412,0.987013,1.013657,1,40,6.9274,0,Q
X031794,ECI1,P42126,"Enoyl-CoA delta isomerase 1, mitochondrial",138,2,2,2,1,1.211841,0.766514,0.935544,0.981062,0.974391,0.809227,0.904668,0.884242,0.88141,1,40,6.5645,0,P
X031794,HADH,Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",106,5,3,3,1,1.038987,0.607905,0.893337,0.759655,0.764916,0.661646,0.759312,0.847212,0.736139,1,40,6.4801,0,Q
X031794,RPS3,P23396,40S ribosomal protein S3,375,9,8,9,1,1.067589,1.140995,1.253957,1.05714,1.076205,1.000605,1.096073,1.125549,1.05479,0,40,6.7212,0,P
X031794,HARS,P12081,"Histidine--tRNA ligase, cytoplasmic",522,16,8,8,1,1.389234,0.975081,1.296325,1.071134,1.123111,0.663366,0.924246,1.114701,0.955557,0,40,6.7475,0,P
X031794,TMED10,P49755,Transmembrane emp24 domain-containing protein 10,89,6,2,2,1,1.398625,1.053477,1.472784,1.116341,1.140226,1.025788,1.388987,1.174448,1.306957,0,40,7.1602,0,P
X031794,PRPF4,O43172,U4/U6 small nuclear ribonucleoprotein Prp4,176,4,4,4,1,1.068812,0.895774,1.177606,0.915318,0.973586,0.966387,1.001932,1.00508,1.016622,1,40,6336,0,O
X031794,PDLIM7,Q9NR12,PDZ and LIM domain protein 7,95,3,3,3,1,1.152379,0.900109,1.27331,1.034438,1.040103,0.713992,0.898128,1.019843,0.952863,0,40,5899,0,Q
X031794,PLOD1,Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",125,5,4,4,1,1.023142,0.974394,1.180113,1.072255,1.060018,0.922347,0.933562,0.90302,1.089723,0,40,6.4932,0,Q
X031794,THRAP3,Q9Y2W1,Thyroid hormone receptor-associated protein 3,143,8,3,3,1,1.084502,1.086049,1.080849,0.949486,1.048957,0.957213,0.967764,1.030122,1.102283,0,40,6.2295,0,Q
X031794,WFS1,O76024,Wolframin,194,8,5,5,1,0.985962,2.152153,1.086862,1.058877,0.888581,0.898477,1.076581,0.958635,1.053736,1,40,6413,0,O
X031794,DDX1,Q92499,ATP-dependent RNA helicase DDX1,314,12,6,6,1,1.33199,0.827729,1.260387,1.027078,1.112066,0.662772,0.975614,1.123173,1.122958,1,40,6.2818,0,Q
X031794,ERBB2,P04626,Receptor tyrosine-protein kinase erbB-2,130,4,3,3,1,0.945792,0.99508,0.992862,0.979987,0.788982,1.079185,0.994784,0.877302,1.038537,1,40,6.1096,0,P
X031794,SEC63,Q9UGP8,Translocation protein SEC63 homolog,90,2,2,2,1,1.138573,0.93832,1.350388,0.946943,1.142391,0.937946,0.977364,1.138325,1.156445,1,40,6.0068,0,Q
X031794,TMEM87A,Q8NBN3,Transmembrane protein 87A,122,5,4,4,1,0.932264,1.053074,1.097897,1.105866,0.95657,1.079826,1.039938,0.963447,0.948635,0,40,6.5765,0,Q
X031794,ACOT7,O00154,Cytosolic acyl coenzyme A thioester hydrolase,372,16,4,6,1,1.28368,1.064785,1.317223,1.243077,1.237615,1.225175,1.261693,1.183738,1.167718,0,40,7.1393,0,O
X031794,LGALS3BP,Q08380,Galectin-3-binding protein,254,9,4,4,1,0.930526,1.207333,1.172118,0.946691,1.073737,1.08693,1.1907,1.184693,1.009671,1,40,6.8641,0,Q
X031794,PDCD6,O75340,Programmed cell death protein 6,380,14,7,10,1,0.864688,1.02369,0.981161,0.912836,0.90588,1.155314,1.072623,0.929146,0.910218,0,40,7.4321,0,O
X031794,SLC16A1,P53985,Monocarboxylate transporter 1,292,10,4,5,1,0.806421,1.011816,1.054467,1.059705,1.039901,1.169411,1.086857,0.998292,1.041266,0,40,7.6051,0,P
X031794,PAICS,P22234,Multifunctional protein ADE2,640,25,13,14,1,1.395062,0.754614,1.407367,1.093286,1.156844,0.657304,0.96196,1.203268,1.028121,1.68,40,7.4626,0,P
X031794,CTNNB1,P35222,Catenin beta-1,425,10,7,7,1,1.101484,0.950183,1.167626,1.040672,1.047023,0.843816,1.015822,1.057366,1.004517,0.53,40,6.7907,0,P
X031794,CTNNA1,P35221,Catenin alpha-1,720,23,13,13,1,1.023241,0.95269,1.247512,1.045173,1.05821,0.934585,1.027168,1.048874,1.097149,1,40,6.7992,0,P
X031794,PRKCSH,P14314,Glucosidase 2 subunit beta,477,17,7,7,1,1.280143,0.669356,1.322307,1.001498,1.071125,0.691162,0.944832,1.028381,0.947017,0,40,7.0303,0,P
X031794,SLC1A5,Q15758,Neutral amino acid transporter B(0),309,7,5,5,1,1.002065,0.885695,1.087013,0.994783,1.023231,0.972189,1.033711,1.051349,1.003368,1,40,6899,0,Q
X031794,RALY,Q9UKM9,RNA-binding protein Raly,246,9,5,5,1,1.068193,0.911045,1.182211,0.96571,1.071869,0.908127,1.051643,1.056467,1.015452,0,40,6866,0,Q
X031794,RNF213,Q63HN8,E3 ubiquitin-protein ligase RNF213,516,19,9,9,1,1.043559,1.175452,1.202559,1.205541,1.163258,1.071303,1.16466,1.120415,1.083113,0,40,6.1187,0,Q
X031794,MCM3,P25205,DNA replication licensing factor MCM3,596,15,10,11,1,1.321957,0.726915,1.3069,1.024395,1.080664,0.718098,0.93042,1.121117,1.037614,2.29,40,7.1456,0,P
X031794,EIF3I,Q13347,Eukaryotic translation initiation factor 3 subunit I,301,10,6,6,1,1.24827,1.129852,1.363385,1.081548,1.069316,0.931036,1.064101,1.101379,0.987708,1,40,7.2289,0,Q
X031794,ALDH3A2,P51648,Fatty aldehyde dehydrogenase,714,26,11,13,1,0.818025,0.97556,0.90155,0.889101,0.901208,1.106167,1.067956,0.898592,0.949143,1,40,7.4136,0,P
X031794,UBR5,O95071,E3 ubiquitin-protein ligase UBR5,232,11,5,5,1,1.003827,0.890348,1.096761,1.02037,0.897715,0.816589,0.945439,0.975786,0.961234,0.94,40,5.9154,0,O
X031794,STX18,Q9P2W9,Syntaxin-18,274,10,5,5,1,0.960177,1.040886,1.066952,1.006478,0.954519,1.058338,1.033565,0.984879,0.949793,1,40,6.7405,0,Q
X031794,PSMB2,P49721,Proteasome subunit beta type-2,234,7,5,5,1,0.920678,1.35303,1.446257,1.150274,1.453089,1.615408,1.324071,1.361884,1.381132,0,40,7.0041,0,P
X031794,TROVE2,P10155,60 kDa SS-A/Ro ribonucleoprotein,164,6,4,4,1,1.168795,1.091613,1.326169,1.13774,1.006594,0.907259,1.115827,1.090809,1.011328,0,40,6.7354,0,P
X031794,SMPD4,Q9NXE4,Sphingomyelin phosphodiesterase 4,547,15,11,11,1,0.827164,1.202579,0.981362,1.139382,1.022903,1.211619,1.122546,0.957216,1.049098,0,40,6.8251,0,Q
X031794,EXOC5,O00471,Exocyst complex component 5,241,10,4,4,1,1.214109,1.017767,1.024546,1.066476,0.888223,0.903384,1.00592,0.957829,0.87393,0,40,6.2146,0,O
X031794,ANKRD28,O15084,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,298,10,5,5,1,0.944624,1.279489,1.15486,1.141013,1.000206,1.215566,1.156304,1.097203,1.105695,0,40,6.3305,0,O
X031794,PTGES2,Q9H7Z7,Prostaglandin E synthase 2,201,7,4,4,1,1.134669,0.844079,1.127762,0.98229,1.04752,0.804246,0.958342,0.97911,0.948755,0,40,6.7353,0,Q
X031794,FLNA,P21333,Filamin-A,3063,85,50,52,1,1.045686,1.162171,1.241374,0.973786,1.020025,0.950612,1.034647,0.995643,0.972122,1,40,7.6063,0,P
X031794,PFKM,P08237,"ATP-dependent 6-phosphofructokinase, muscle type",416,13,8,8,1,1.135756,0.882441,1.182989,1.059224,1.032129,0.836625,1.025038,1.050974,1.014961,0,40,6.5385,0,P
X031794,AFG3L2,Q9Y4W6,AFG3-like protein 2,648,24,13,14,1,1.091733,0.954949,1.185349,1.054359,1.09261,0.963424,1.082549,1.070889,1.064819,1,40,7.0917,0,Q
X031794,FASTKD2,Q9NYY8,"FAST kinase domain-containing protein 2, mitochondrial",226,7,4,4,1,1.072626,1.921317,1.127772,1.000744,0.997353,0.932662,1.015936,0.972621,1.00741,1.67,40,5.5221,0,Q
X031794,GOLGB1,Q14789,Golgin subfamily B member 1,1010,30,14,14,1,0.901528,1.113196,1.207624,0.962975,0.951833,1.050914,0.996818,0.958297,1.014194,0,40,6.4936,0,Q
X031794,PSMC4,P43686,26S protease regulatory subunit 6B,268,8,5,5,1,1.021702,1.068617,1.2402,1.019203,1.077521,1.052655,1.100378,1.028033,1.026858,0,40,6.5847,0,P
X031794,EPB41L2,O43491,Band 4.1-like protein 2,382,11,5,5,1,1.303892,1.171636,1.396942,1.178305,1.165813,713,0.985984,1.059804,1.087322,0,40,6.2017,0,O
X031794,ATP5F1,P24539,"ATP synthase F(0) complex subunit B1, mitochondrial",283,7,6,6,1,0.93187,1.155481,1.171941,1.120765,1.171792,1.163899,1.163065,1.212797,0.976659,0,40,7.4687,0,P
X031794,RANBP6,O60518,Ran-binding protein 6,354,10,7,7,1,0.869341,1.108623,1.085487,1.176579,1.089683,1.143468,1.203585,0.963305,0.95869,0,40,6.7722,0,O
X031794,HK1,P19367,Hexokinase-1,326,13,4,4,1,1.223002,0.876922,1.088649,1.015772,1.036736,0.847613,0.993938,1.065979,1.052835,2.22,40,6.2429,0,P
X031794,MAD2L1,Q13257,Mitotic spindle assembly checkpoint protein MAD2A,230,8,4,4,1,0.98296,0.837325,1.052743,1.010828,1.002623,0.959853,1.01144,0.964659,1.081657,0,40,7.0698,0,Q
X031794,XPOT,O43592,Exportin-T,653,20,12,12,1,0.95705,1.202605,1.143737,1.238603,1.123972,1.257144,1.213397,1.056985,1.120259,0,40,7012,0,O
X031794,SLC38A10,Q9HBR0,Putative sodium-coupled neutral amino acid transporter 10,263,10,5,5,1,0.800689,0.932601,0.84637,0.960401,0.85208,1.0201,0.980727,0.900551,0.907611,1,40,6.4125,0,Q
X031794,DHX15,O43143,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,532,17,11,11,1,1.122452,0.998512,1.315493,1.038632,1.111948,1.043734,1.114169,1.117449,1.097243,0,40,7.0439,0,O
X031794,PCID2,Q5JVF3,PCI domain-containing protein 2,292,9,6,6,1,0.941104,1.188847,1.099199,1.067728,1.039406,1.126988,1.180472,1.110984,1.124487,0,40,6.3971,0,Q
X031794,ABCD3,P28288,ATP-binding cassette sub-family D member 3,541,19,7,7,1,0.824692,0.940241,0.99828,0.913738,0.851182,0.924026,0.902412,0.819192,0.841326,1,40,6.8745,0,P
X031794,FASTKD1,Q53R41,"FAST kinase domain-containing protein 1, mitochondrial",239,8,5,5,1,0.79696,1.055338,1.106806,1.056409,1.021372,1.083945,1.152714,0.984402,0.971621,1,40,6.3919,0,Q
X031794,TELO2,Q9Y4R8,Telomere length regulation protein TEL2 homolog,510,14,9,9,1,0.910533,1.019669,1.047017,1.093955,1.033375,1.25415,1.172029,1.014979,1.015486,0,40,6.9399,0,Q
X031794,EIF3G,O75821,Eukaryotic translation initiation factor 3 subunit G,384,13,4,4,1,1.322448,1.051123,1.364481,1.050481,1.079314,0.838133,0.974244,1.114692,1.001616,2.17,40,6.8735,0,O
X031794,SLC25A5,P05141,ADP/ATP translocase 2,765,34,5,8,1,1.059999,1.146252,1.146924,1.318383,1.072179,1.174718,1.218698,0.986207,1.016073,0,40,7.5897,0,P
X031794,DHCR24,Q15392,Delta(24)-sterol reductase,248,12,4,4,1,0.902086,1.052884,1.176745,0.987513,0.994014,1.080152,1.017724,0.987725,1.076543,0,40,7.1944,0,Q
X031794,MARS,P56192,"Methionine--tRNA ligase, cytoplasmic",654,19,12,12,1,0.889792,1.036381,1.163682,1.032895,1.019252,1.021113,1.101125,0.983309,0.978963,1,40,7.2978,0,P
X031794,DLAT,P10515,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",339,11,4,4,1,1.092761,1.584498,1.378151,1.233854,1.239685,1.243356,1.33909,1.251135,1.220856,0,40,5.9541,0,P
X031794,SACS,Q9NZJ4,Sacsin,1013,38,17,17,1,0.89719,1.194591,1.190776,1.143362,1.05666,1.16687,1.135122,1.045062,1.084106,0,40,6.4753,0,Q
X031794,SERPINH1,P50454,Serpin H1,450,13,10,10,1,1.297019,0.816316,1.287115,1.068051,1.119209,0.872335,1.02296,1.16344,1.108569,2.43,40,7.1538,0,P
X031794,PHGDH,O43175,D-3-phosphoglycerate dehydrogenase,984,26,14,16,1,0.98028,1.056217,1.135972,1.139402,1.060436,1.14975,1.132687,1.033754,0.992033,0,40,7.5761,0,O
X031794,PGAM5,Q96HS1,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",391,12,6,7,1,0.798244,1.058978,1.023578,1.001249,0.902936,0.906612,0.969219,0.927188,0.93007,1,40,7.0234,0,Q
X031794,KIF5B,P33176,Kinesin-1 heavy chain,1026,24,19,19,1,1.3076,0.944595,1.425556,1.067279,1.158421,0.750288,1.006853,1.134044,1.030235,0,40,6.6958,0,P
